id,user_id,recipe_id,type,timestamp,metadata_json
int-9468bcdc0c,tandooritiger,chole-masala-5c37aa,view,2025-08-12T08:12:57.736622Z,"{""device"": ""mobile""}"
int-94a1819af0,omar_hassan,aloo-paratha-97cd53,view,2025-10-01T08:12:52.053948Z,"{""device"": ""mobile""}"
int-94cab90b82,omar_hassan,chicken-tacos-351b72,view,2025-02-16T22:56:39.292865Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""homepage"", ""duration_seconds"": 82, ""scroll_depth"": 0.41}"
int-94eebfe6ce,omar_hassan,khichdi-cf1a02b3,view,2025-02-16T22:04:57.292865Z,"{""platform"": ""web"", ""device"": ""tablet"", ""referrer"": ""suggested"", ""duration_seconds"": 63, ""scroll_depth"": 0.32}"
int-94f3e8567b,hana_suzuki,chicken-curry-263486,view,2025-09-08T08:13:01.007238Z,"{""device"": ""mobile""}"
int-95187ccf08,snackattack_d06b,paneer-butter-masala-7d6ed0,view,2025-11-19T08:12:39.442721Z,"{""device"": ""mobile""}"
int-95391fe8bd,tandooritiger,dal-tadka-cd6ac5,view,2025-09-04T08:12:55.717485Z,"{""device"": ""desktop""}"
int-95416f985a,snackattack,chocolate-cake-f01122,view,2025-07-08T19:30:50.313024Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 29, ""scroll_depth"": 0.77}"
int-95503220b2,aditya_patel,egg-fried-rice-ebcced,like,2025-11-22T08:12:59.835211Z,{}
int-956331ae26,snackattack,egg-fried-rice-ebcced,view,2025-08-20T08:12:59.555719Z,"{""device"": ""desktop""}"
int-958400aabf,snackattack,egg-fried-rice-ebcced,view,2025-08-14T08:12:59.266831Z,"{""device"": ""desktop""}"
int-95aa90de0c,tandooritiger,khichdi-cf1a02b3,view,2025-11-13T08:12:38.693501Z,"{""device"": ""desktop""}"
int-9673ba5951,tandooritiger,chicken-tacos-351b72,view,2025-06-24T19:10:46.230938Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""search"", ""duration_seconds"": 23, ""scroll_depth"": 0.49}"
int-96838964ed,snackattack,veg-hakka-noodles-0d5438,like,2025-09-21T08:12:42.515530Z,{}
int-9691494584,snackattack_1941,pav-bhaji-c8dc67,rating,2025-08-16T18:37:09.175693Z,"{""platform"": ""web"", ""device"": ""tablet"", ""rating"": 5, ""referrer"": ""social"", ""sentiment"": ""positive""}"
int-969b7ca325,priya_deshmukh,pasta-alfredo-bf06c6,view,2025-08-17T08:13:01.681218Z,"{""device"": ""mobile""}"
int-96b8c8cdc0,priya_deshmukh,chicken-tacos-351b72,like,2024-12-17T01:07:00.405825Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-96c8ed8f5c,tandooritiger,kheer-b652e4,view,2025-09-05T08:13:06.851135Z,"{""device"": ""desktop""}"
int-979fe1d7f8,snackattack_1941,chicken-curry-263486,view,2025-10-02T08:13:00.876077Z,"{""device"": ""desktop""}"
int-9810a2da8d,tandooritiger,gulab-jamun-5033f7,view,2025-08-08T08:13:06.110215Z,"{""device"": ""desktop""}"
int-98951ef12c,omar_hassan,chocolate-cake-f01122,view,2025-09-25T08:13:05.179563Z,"{""device"": ""mobile""}"
int-98d6bd4c41,snackattack,chicken-curry-263486,attempt,2025-11-21T08:13:01.391112Z,"{""success"": false, ""time_taken_minutes"": 54}"
int-997b3446ad,snackattack_1941,sweet-corn-soup-77c927,view,2025-08-16T18:02:26.175693Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""suggested"", ""duration_seconds"": 87, ""scroll_depth"": 0.72}"
int-99869925a4,priya_deshmukh,sweet-corn-soup-77c927,view,2024-12-16T23:53:14.405825Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""homepage"", ""duration_seconds"": 16, ""scroll_depth"": 0.27}"
int-999842acd2,snackattack_d06b,masala-dosa-0e7c2f,view,2025-08-31T08:12:48.928355Z,"{""device"": ""desktop""}"
int-99ac81fbf6,snackattack,chicken-tacos-351b72,view,2025-07-08T20:11:12.313024Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""suggested"", ""duration_seconds"": 78, ""scroll_depth"": 0.78}"
int-99d64bac23,snackattack_d06b,idli-sambar-35cf3e,view,2025-11-17T19:23:54.345473Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 66, ""scroll_depth"": 0.34}"
int-9ae4323e54,aditya_patel,khichdi-cf1a02b3,rating,2025-09-13T08:12:39.189370Z,"{""rating"": 4}"
int-9aff63a213,priya_deshmukh,tomato-soup-c219c8,like,2024-12-17T00:48:39.405825Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-9b1c76c22c,snackattack_1941,chocolate-cake-f01122,like,2025-08-16T19:26:01.175693Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-9b2354a30a,kabir_singh,veg-manchurian-gravy-d32525,like,2025-09-27T08:12:43.957617Z,{}
int-9b2e034522,aditya_patel,chole-masala-5c37aa,view,2025-10-13T08:12:57.888355Z,"{""device"": ""desktop""}"
int-9b397e6108,tandooritiger,paneer-butter-masala-7d6ed0,view,2025-11-09T08:12:39.857594Z,"{""device"": ""mobile""}"
int-9b8a4a1d5c,ananya_verma,paneer-butter-masala-7d6ed0,view,2025-08-03T08:12:39.301546Z,"{""device"": ""mobile""}"
int-9bc045d240,snackattack_d06b,pav-bhaji-c8dc67,attempt,2025-08-31T08:12:55.377626Z,"{""success"": true, ""time_taken_minutes"": 22}"
int-9bf76a22f9,omar_hassan,chole-masala-5c37aa,rating,2025-09-10T08:12:58.915900Z,"{""rating"": 5}"
int-9bf8d6d66d,priya_deshmukh,chicken-biryani-ba7bc1,like,2024-12-17T02:35:53.405825Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""homepage""}"
int-9c3c3c6ee8,aditya_patel,aloo-paratha-97cd53,view,2025-01-28T23:01:21.171178Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""homepage"", ""duration_seconds"": 66, ""scroll_depth"": 0.23}"
int-9c4cf59c4f,snackattack_1941,chicken-biryani-ba7bc1,view,2025-08-07T08:12:40.919445Z,"{""device"": ""desktop""}"
int-9c57ca8d97,snackattack_1941,sweet-corn-soup-77c927,like,2025-08-16T21:28:34.175693Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""search""}"
int-9c5b69870e,kabir_singh,pasta-alfredo-bf06c6,attempt,2025-11-05T08:13:02.164050Z,"{""success"": true, ""time_taken_minutes"": 61}"
int-9c951467c8,ananya_verma,kheer-b652e4,rating,2025-08-11T08:13:07.498532Z,"{""rating"": 4}"
int-9d4165bcea,snackattack,pasta-alfredo-bf06c6,view,2025-07-08T20:20:12.313024Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 26, ""scroll_depth"": 0.76}"
int-9d615e359f,hana_suzuki,khichdi-cf1a02b3,like,2025-09-11T08:12:38.789274Z,{}
int-9d87fd4ddb,ananya_verma,veg-hakka-noodles-0d5438,view,2025-08-15T08:12:42.149511Z,"{""device"": ""desktop""}"
int-9e303a7279,snackattack_d06b,khichdi-cf1a02b3,attempt,2025-11-17T19:57:22.345473Z,"{""success"": true, ""notes"": """", ""device"": ""mobile"", ""platform"": ""ios"", ""referrer"": ""homepage"", ""time_taken_minutes"": 80}"
int-9e495374e4,kabir_singh,idli-sambar-35cf3e,view,2025-11-15T08:12:50.693912Z,"{""device"": ""desktop""}"
int-9f1d78b247,snackattack_1941,pasta-alfredo-bf06c6,view,2025-08-16T20:39:29.175693Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""homepage"", ""duration_seconds"": 62, ""scroll_depth"": 0.27}"
int-9f256087f1,priya_deshmukh,chicken-tacos-351b72,view,2025-10-19T08:13:03.456113Z,"{""device"": ""desktop""}"
int-9f48282449,omar_hassan,veg-burrito-a1bc63,view,2025-09-29T08:13:02.624447Z,"{""device"": ""mobile""}"
int-9f71b52561,priya_deshmukh,veg-burrito-a1bc63,attempt,2025-10-26T08:13:03.279462Z,"{""success"": true, ""time_taken_minutes"": 58}"
int-a001d94c98,kabir_singh,sweet-corn-soup-77c927,view,2025-11-18T08:12:44.525727Z,"{""device"": ""mobile""}"
int-a0958e29e4,snackattack,chicken-biryani-ba7bc1,view,2025-09-08T08:12:40.698235Z,"{""device"": ""mobile""}"
int-a0a9af823b,priya_deshmukh,paneer-butter-masala-7d6ed0,view,2025-08-22T08:12:39.324634Z,"{""device"": ""desktop""}"
int-a0f24c18e9,priya_deshmukh,chicken-biryani-ba7bc1,like,2025-08-22T08:12:41.052532Z,{}
int-a12bb08877,aditya_patel,veg-manchurian-gravy-d32525,view,2025-08-06T08:12:43.451350Z,"{""device"": ""mobile""}"
int-a1a4a0617f,snackattack,chole-masala-5c37aa,view,2025-09-06T08:12:57.970482Z,"{""device"": ""desktop""}"
int-a1d4352acf,ananya_verma,masala-dosa-0e7c2f,attempt,2025-10-10T08:12:50.308936Z,"{""success"": true, ""time_taken_minutes"": 56}"
int-a1dc9b1e7c,aditya_patel,chicken-biryani-ba7bc1,view,2025-11-17T08:12:40.371272Z,"{""device"": ""mobile""}"
int-a1f0584ae7,kabir_singh,pasta-alfredo-bf06c6,view,2025-08-09T08:13:01.785012Z,"{""device"": ""desktop""}"
int-a2732736c8,kabir_singh,paneer-butter-masala-7d6ed0,like,2025-09-19T08:12:40.029935Z,{}
int-a27763af8f,snackattack_1941,veg-hakka-noodles-0d5438,view,2025-09-07T08:12:42.065556Z,"{""device"": ""desktop""}"
int-a2ac569654,hana_suzuki,egg-fried-rice-ebcced,view,2025-11-05T05:06:39.500525Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""search"", ""duration_seconds"": 28, ""scroll_depth"": 0.49}"
int-a347699f4f,snackattack_1941,veg-hakka-noodles-0d5438,view,2025-08-16T21:03:49.175693Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""social"", ""duration_seconds"": 44, ""scroll_depth"": 0.62}"
int-a3a3f46306,tandooritiger,sweet-corn-soup-77c927,view,2025-09-04T08:12:44.913925Z,"{""device"": ""desktop""}"
int-a3b1316c7f,omar_hassan,pasta-alfredo-bf06c6,like,2025-10-13T08:13:01.924299Z,{}
int-a4004f0d30,snackattack_d06b,chicken-curry-263486,attempt,2025-11-17T16:45:30.345473Z,"{""success"": true, ""notes"": """", ""device"": ""mobile"", ""platform"": ""ios"", ""referrer"": ""search"", ""time_taken_minutes"": 153}"
int-a412bc4400,omar_hassan,chicken-curry-263486,view,2025-09-10T08:13:00.956218Z,"{""device"": ""mobile""}"
int-a413440844,tandooritiger,tomato-soup-c219c8,like,2025-08-23T08:12:47.932508Z,{}
int-a413814b9b,snackattack,sweet-corn-soup-77c927,rating,2025-10-12T08:12:46.348243Z,"{""rating"": 3}"
int-a4522bbfc3,snackattack_d06b,pav-bhaji-c8dc67,like,2025-10-19T08:12:54.684946Z,{}
int-a46275bf8a,omar_hassan,chocolate-cake-f01122,rating,2025-08-22T08:13:05.498835Z,"{""rating"": 5}"
int-a51d7a1d12,snackattack,kheer-b652e4,attempt,2025-09-04T08:13:07.545737Z,"{""success"": true, ""time_taken_minutes"": 86}"
int-a56cf5bc14,tandooritiger,tomato-soup-c219c8,attempt,2025-10-05T08:12:48.882623Z,"{""success"": false, ""time_taken_minutes"": 105}"
int-a5774675f7,snackattack_1941,chole-masala-5c37aa,like,2025-08-24T08:12:58.522863Z,{}
int-a586931760,hana_suzuki,chocolate-cake-f01122,view,2025-08-01T08:13:04.676078Z,"{""device"": ""desktop""}"
int-a5e347433d,kabir_singh,paneer-butter-masala-7d6ed0,like,2025-08-19T08:12:40.101606Z,{}
int-a5fd6ea3f0,hana_suzuki,chicken-biryani-ba7bc1,view,2025-11-05T06:01:11.500525Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 17, ""scroll_depth"": 0.26}"
int-a627b9d6cb,snackattack_1941,idli-sambar-35cf3e,view,2025-08-16T18:03:51.175693Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""social"", ""duration_seconds"": 60, ""scroll_depth"": 0.87}"
int-a717d81897,snackattack_1941,khichdi-cf1a02b3,view,2025-08-16T19:01:20.175693Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""social"", ""duration_seconds"": 34, ""scroll_depth"": 0.88}"
int-a79b4a20d9,ananya_verma,dal-tadka-cd6ac5,view,2025-11-16T08:12:55.924457Z,"{""device"": ""mobile""}"
int-a7b415d0e9,ananya_verma,masala-dosa-0e7c2f,like,2025-09-18T08:12:50.139312Z,{}
int-a7bcc9cfd8,kabir_singh,paneer-butter-masala-7d6ed0,view,2025-07-01T13:55:00.021150Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""search"", ""duration_seconds"": 28, ""scroll_depth"": 0.48}"
int-a7e6ab4440,aditya_patel,chocolate-cake-f01122,view,2025-10-03T08:13:04.889504Z,"{""device"": ""mobile""}"
int-a8237048d9,priya_deshmukh,tomato-soup-c219c8,view,2025-10-26T08:12:47.767424Z,"{""device"": ""desktop""}"
int-a84eefc29c,priya_deshmukh,pasta-alfredo-bf06c6,view,2024-12-17T00:23:54.405825Z,"{""platform"": ""web"", ""device"": ""tablet"", ""referrer"": ""search"", ""duration_seconds"": 71, ""scroll_depth"": 0.24}"
int-a8bbc2100f,snackattack,veg-manchurian-gravy-d32525,view,2025-07-08T21:38:19.313024Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""social"", ""duration_seconds"": 47, ""scroll_depth"": 0.83}"
int-a8dab179c5,snackattack_d06b,egg-fried-rice-ebcced,like,2025-11-17T16:20:12.345473Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-a8e817ac63,snackattack_d06b,gulab-jamun-5033f7,view,2025-09-05T08:13:06.229899Z,"{""device"": ""desktop""}"
int-a94282fff8,kabir_singh,chicken-biryani-ba7bc1,view,2025-09-14T08:12:40.999107Z,"{""device"": ""mobile""}"
int-a94301b144,priya_deshmukh,tomato-soup-c219c8,like,2024-12-17T02:21:50.405825Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""homepage""}"
int-a97ce63fb2,priya_deshmukh,dal-tadka-cd6ac5,view,2024-12-17T00:58:04.405825Z,"{""platform"": ""web"", ""device"": ""tablet"", ""referrer"": ""search"", ""duration_seconds"": 30, ""scroll_depth"": 0.49}"
int-a9a45c09c8,omar_hassan,veg-burrito-a1bc63,view,2025-09-04T08:13:02.309030Z,"{""device"": ""mobile""}"
int-a9c79d0d30,snackattack_1941,egg-fried-rice-ebcced,view,2025-08-16T20:28:52.175693Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 18, ""scroll_depth"": 0.36}"
int-a9d40019d6,kabir_singh,chicken-tacos-351b72,rating,2025-07-01T15:15:47.021150Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""rating"": 5, ""referrer"": ""search"", ""sentiment"": ""positive""}"
int-aa0911f6a9,ananya_verma,tomato-soup-c219c8,view,2025-09-03T08:12:47.370096Z,"{""device"": ""mobile""}"
int-aa11558ea0,tandooritiger,idli-sambar-35cf3e,view,2025-09-29T08:12:51.203025Z,"{""device"": ""desktop""}"
int-aa5b50e56e,snackattack_d06b,veg-manchurian-gravy-d32525,attempt,2025-11-17T16:28:30.345473Z,"{""success"": true, ""notes"": """", ""device"": ""mobile"", ""platform"": ""ios"", ""referrer"": ""homepage"", ""time_taken_minutes"": 166}"
int-aa5be6e5d7,aditya_patel,veg-burrito-a1bc63,view,2025-10-31T08:13:02.415495Z,"{""device"": ""desktop""}"
int-aae6982be1,hana_suzuki,tomato-soup-c219c8,like,2025-08-22T08:12:48.148612Z,{}
int-ab29154ca7,aditya_patel,chicken-curry-263486,like,2025-01-29T00:10:55.171178Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""suggested""}"
int-ab2d026af8,snackattack_1941,veg-burrito-a1bc63,like,2025-10-16T08:13:02.803180Z,{}
int-ab5af65a2d,ananya_verma,sweet-corn-soup-77c927,view,2025-02-16T01:26:17.671519Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""suggested"", ""duration_seconds"": 39, ""scroll_depth"": 0.37}"
int-ab7065abb5,tandooritiger,egg-fried-rice-ebcced,like,2025-11-20T08:12:59.675432Z,{}
int-ab7dd1faf8,tandooritiger,veg-burrito-a1bc63,view,2025-08-04T08:13:02.595447Z,"{""device"": ""desktop""}"
int-ab9db0cc27,ananya_verma,chicken-curry-263486,attempt,2025-02-16T02:04:02.671519Z,"{""success"": true, ""notes"": """", ""device"": ""mobile"", ""platform"": ""android"", ""referrer"": ""suggested"", ""time_taken_minutes"": 55}"
int-ab9f0b0a4a,snackattack_1941,masala-dosa-0e7c2f,view,2025-08-18T08:12:49.778336Z,"{""device"": ""desktop""}"
int-abdbeed27b,snackattack_d06b,chicken-curry-263486,attempt,2025-11-17T17:08:48.345473Z,"{""success"": true, ""notes"": """", ""device"": ""mobile"", ""platform"": ""android"", ""referrer"": ""homepage"", ""time_taken_minutes"": 105}"
int-abe3527de9,tandooritiger,gulab-jamun-5033f7,view,2025-09-15T08:13:06.338264Z,"{""device"": ""desktop""}"
int-ac41d1f2d0,hana_suzuki,khichdi-cf1a02b3,view,2025-11-05T06:42:56.500525Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""homepage"", ""duration_seconds"": 49, ""scroll_depth"": 0.81}"
int-ac5b6d461b,aditya_patel,aloo-paratha-97cd53,view,2025-09-28T08:12:52.130699Z,"{""device"": ""mobile""}"
int-ace39fcfd4,aditya_patel,chole-masala-5c37aa,view,2025-10-13T08:12:57.296444Z,"{""device"": ""desktop""}"
int-ad3ca6845d,hana_suzuki,veg-manchurian-gravy-d32525,view,2025-07-28T08:12:43.341718Z,"{""device"": ""desktop""}"
int-ade6366f76,aditya_patel,veg-burrito-a1bc63,view,2025-01-29T00:22:12.171178Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""social"", ""duration_seconds"": 55, ""scroll_depth"": 0.3}"
int-ae476326c5,omar_hassan,gulab-jamun-5033f7,rating,2025-10-29T08:13:06.721459Z,"{""rating"": 4}"
int-ae8dcab793,aditya_patel,chole-masala-5c37aa,view,2025-07-28T08:12:58.225310Z,"{""device"": ""desktop""}"
int-ae9aae10e2,snackattack_d06b,pasta-alfredo-bf06c6,rating,2025-08-23T08:13:02.053658Z,"{""rating"": 4}"
int-aed54183ff,hana_suzuki,masala-dosa-0e7c2f,view,2025-10-15T08:12:49.479527Z,"{""device"": ""desktop""}"
int-aee695ff4b,aditya_patel,chicken-tacos-351b72,like,2025-11-16T08:13:04.393977Z,{}
int-aee9213931,kabir_singh,veg-manchurian-gravy-d32525,attempt,2025-07-01T14:46:02.021150Z,"{""success"": false, ""notes"": """", ""device"": ""mobile"", ""platform"": ""ios"", ""referrer"": ""social"", ""time_taken_minutes"": 74}"
int-afb22f900e,kabir_singh,dal-tadka-cd6ac5,rating,2025-09-01T08:12:56.847119Z,"{""rating"": 4}"
int-afe1f91097,priya_deshmukh,sweet-corn-soup-77c927,view,2025-10-29T08:12:45.810507Z,"{""device"": ""mobile""}"
int-b0378a15a0,hana_suzuki,chicken-tacos-351b72,view,2025-11-05T03:37:59.500525Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""suggested"", ""duration_seconds"": 17, ""scroll_depth"": 0.67}"
int-b04ab03526,aditya_patel,sweet-corn-soup-77c927,view,2025-10-23T08:12:44.765410Z,"{""device"": ""desktop""}"
int-b04d80398d,priya_deshmukh,paneer-butter-masala-7d6ed0,view,2025-08-14T08:12:39.545623Z,"{""device"": ""desktop""}"
int-b06606b295,aditya_patel,pasta-alfredo-bf06c6,rating,2025-01-29T01:03:54.171178Z,"{""platform"": ""android"", ""device"": ""mobile"", ""rating"": 2, ""referrer"": ""search"", ""sentiment"": ""negative""}"
int-b0a87506d4,snackattack_d06b,tomato-soup-c219c8,view,2025-10-16T08:12:47.716636Z,"{""device"": ""desktop""}"
int-b0fe3f0bc7,priya_deshmukh,aloo-paratha-97cd53,like,2025-09-19T08:12:52.570401Z,{}
int-b128b79737,aditya_patel,kheer-b652e4,like,2025-01-29T00:03:46.171178Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""internal""}"
int-b133ca204b,kabir_singh,egg-fried-rice-ebcced,attempt,2025-07-01T15:41:01.021150Z,"{""success"": false, ""notes"": """", ""device"": ""tablet"", ""platform"": ""web"", ""referrer"": ""search"", ""time_taken_minutes"": 30}"
int-b13c75782c,snackattack,chole-masala-5c37aa,like,2025-07-08T20:22:39.313024Z,"{""platform"": ""web"", ""device"": ""tablet"", ""referrer"": ""search""}"
int-b161e4083e,snackattack_d06b,gulab-jamun-5033f7,like,2025-11-11T08:13:06.520385Z,{}
int-b1c4683c07,kabir_singh,egg-fried-rice-ebcced,like,2025-07-01T16:39:19.021150Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-b1ce20929c,tandooritiger,chocolate-cake-f01122,view,2025-08-27T08:13:04.651765Z,"{""device"": ""mobile""}"
int-b1d7d20eac,snackattack_1941,masala-dosa-0e7c2f,view,2025-09-03T08:12:49.340923Z,"{""device"": ""desktop""}"
int-b1f3e99841,snackattack_1941,khichdi-cf1a02b3,view,2025-07-30T08:12:38.490406Z,"{""device"": ""mobile""}"
int-b29f4df8ac,omar_hassan,chicken-tacos-351b72,view,2025-02-16T20:10:28.292865Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 7, ""scroll_depth"": 0.93}"
int-b2a01c07be,tandooritiger,pav-bhaji-c8dc67,view,2025-08-10T08:12:54.031071Z,"{""device"": ""mobile""}"
int-b2cc1599cb,aditya_patel,chicken-tacos-351b72,like,2025-01-28T23:59:08.171178Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-b2cf955204,ananya_verma,veg-hakka-noodles-0d5438,view,2025-08-13T08:12:41.508665Z,"{""device"": ""mobile""}"
int-b2e90dbf35,tandooritiger,aloo-paratha-97cd53,like,2025-10-30T08:12:52.526832Z,{}
int-b2fa18610a,snackattack,tomato-soup-c219c8,like,2025-07-08T19:51:54.313024Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""suggested""}"
int-b32bb1f18d,omar_hassan,pav-bhaji-c8dc67,view,2025-02-16T19:45:11.292865Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 63, ""scroll_depth"": 0.82}"
int-b351d94c8c,snackattack_d06b,gulab-jamun-5033f7,view,2025-10-11T08:13:05.958239Z,"{""device"": ""desktop""}"
int-b4173b6600,ananya_verma,dal-tadka-cd6ac5,like,2025-09-19T08:12:56.625255Z,{}
int-b4316baf19,priya_deshmukh,veg-hakka-noodles-0d5438,view,2024-12-17T00:40:52.405825Z,"{""platform"": ""web"", ""device"": ""tablet"", ""referrer"": ""homepage"", ""duration_seconds"": 57, ""scroll_depth"": 0.54}"
int-b57db0f72d,hana_suzuki,egg-fried-rice-ebcced,view,2025-08-24T08:12:59.148517Z,"{""device"": ""desktop""}"
int-b6213c7577,ananya_verma,aloo-paratha-97cd53,rating,2025-10-06T08:12:53.192012Z,"{""rating"": 5}"
int-b62fee1ff7,snackattack_d06b,aloo-paratha-97cd53,rating,2025-08-15T08:12:53.088961Z,"{""rating"": 4}"
int-b64daea0ba,snackattack,chole-masala-5c37aa,like,2025-11-05T08:12:58.728415Z,{}
int-b6f54b8a87,omar_hassan,chicken-tacos-351b72,view,2025-02-16T21:17:08.292865Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search"", ""duration_seconds"": 15, ""scroll_depth"": 0.44}"
int-b744af15c9,tandooritiger,idli-sambar-35cf3e,view,2025-10-10T08:12:50.854566Z,"{""device"": ""mobile""}"
int-b7475bf5bf,omar_hassan,chole-masala-5c37aa,view,2025-09-25T08:12:57.849294Z,"{""device"": ""mobile""}"
int-b76e96a41c,snackattack_1941,tomato-soup-c219c8,like,2025-10-14T08:12:47.814731Z,{}
int-b879424c88,snackattack,chicken-curry-263486,view,2025-11-09T08:13:01.131642Z,"{""device"": ""desktop""}"
int-b879d3c7ae,hana_suzuki,gulab-jamun-5033f7,rating,2025-11-05T06:40:36.500525Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""rating"": 5, ""referrer"": ""homepage"", ""sentiment"": ""positive""}"
int-b89b9a5b2c,tandooritiger,paneer-butter-masala-7d6ed0,like,2025-08-20T08:12:39.922231Z,{}
int-b89fce4516,snackattack_1941,kheer-b652e4,like,2025-08-16T19:11:09.175693Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-b8c65f99a1,snackattack,chicken-biryani-ba7bc1,view,2025-07-08T21:04:13.313024Z,"{""platform"": ""android"", ""device"": ""mobile"", ""referrer"": ""homepage"", ""duration_seconds"": 44, ""scroll_depth"": 0.92}"
int-b8f8b13738,kabir_singh,pasta-alfredo-bf06c6,view,2025-09-14T08:13:01.629840Z,"{""device"": ""desktop""}"
int-b8ff23bbc1,snackattack_d06b,chole-masala-5c37aa,view,2025-10-04T08:12:57.209817Z,"{""device"": ""mobile""}"
int-b909d07b4c,priya_deshmukh,veg-manchurian-gravy-d32525,rating,2025-11-18T08:12:44.180365Z,"{""rating"": 4}"
int-b9836665b1,hana_suzuki,egg-fried-rice-ebcced,view,2025-11-05T03:26:35.500525Z,"{""platform"": ""web"", ""device"": ""tablet"", ""referrer"": ""search"", ""duration_seconds"": 85, ""scroll_depth"": 0.26}"
int-ba0b3009bd,hana_suzuki,veg-manchurian-gravy-d32525,like,2025-08-30T08:12:43.870219Z,{}
int-ba4dc0a96f,ananya_verma,kheer-b652e4,view,2025-08-30T08:13:07.192916Z,"{""device"": ""desktop""}"
int-ba61ac36af,snackattack_d06b,dal-tadka-cd6ac5,attempt,2025-11-17T19:46:35.345473Z,"{""success"": true, ""notes"": """", ""device"": ""mobile"", ""platform"": ""ios"", ""referrer"": ""search"", ""time_taken_minutes"": 134}"
int-bac6eebe14,snackattack_1941,veg-hakka-noodles-0d5438,view,2025-09-06T08:12:41.479782Z,"{""device"": ""mobile""}"
int-baf057b5a0,hana_suzuki,masala-dosa-0e7c2f,view,2025-10-23T08:12:49.432732Z,"{""device"": ""mobile""}"
int-baf5cddaf3,tandooritiger,veg-manchurian-gravy-d32525,view,2025-11-23T08:12:42.848905Z,"{""device"": ""mobile""}"
int-bb5cd00346,kabir_singh,khichdi-cf1a02b3,rating,2025-09-26T08:12:39.065214Z,"{""rating"": 5}"
int-bc25d8f3d3,kabir_singh,paneer-butter-masala-7d6ed0,view,2025-08-05T08:12:39.579177Z,"{""device"": ""mobile""}"
int-bc95f36f88,aditya_patel,sweet-corn-soup-77c927,view,2025-10-21T08:12:44.677559Z,"{""device"": ""desktop""}"
int-bca48ad0f8,aditya_patel,egg-fried-rice-ebcced,like,2025-01-28T22:06:51.171178Z,"{""platform"": ""ios"", ""device"": ""mobile"", ""referrer"": ""search""}"
int-bcac71561b,tandooritiger,veg-hakka-noodles-0d5438,view,2025-06-24T18:05:14.230938Z,"{""platform"": ""web"", ""device"": ""desktop"", ""referrer"": ""search"", ""duration_seconds"": 54, ""scroll_depth"": 0.94}"
