record,reasons
"{'timestamp': '2025-08-16T04:30:38.980267Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-44e1199d78', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Pasta Alfredo'}",['duplicate_id']
"{'timestamp': '2025-09-16T04:30:33.517299Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'pav-bhaji-86fc2e', 'id': 'int-45007850d9', 'user_id': 'omar_hassan', 'description': 'omar_hassan viewed Pav Bhaji'}",['duplicate_id']
"{'timestamp': '2025-11-25T04:30:35.864888Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-450d8f2fef', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni liked Chole Masala'}",['duplicate_id']
"{'timestamp': '2025-09-14T04:30:24.558738Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-451889fd47', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Chicken Biryani (Dum Style)'}",['duplicate_id']
"{'timestamp': '2025-11-13T04:30:42.285470Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chocolate-cake-4502d7', 'id': 'int-454fd84895', 'user_id': 'omar_hassan', 'description': 'omar_hassan viewed Chocolate Cake (One Bowl)'}",['duplicate_id']
"{'timestamp': '2025-10-29T04:30:34.515529Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'dal-tadka-3ff42f', 'id': 'int-456eff7ddd', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a viewed Dal Tadka (Yellow Lentils with Tadka)'}",['duplicate_id']
"{'description': 'Veg Hakka Noodles viewed by noodleninja_8a8a on android', 'type': 'view', 'timestamp': '2025-04-18T08:31:55.765033Z', 'id': 'int-45788b134e', 'recipe_id': 'veg-hakka-noodles-8d614e', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'homepage', 'duration_seconds': 86, 'scroll_depth': 0.93}, 'session_id': 'sess-cd667f7313', 'user_id': 'noodleninja_8a8a'}",['duplicate_id']
"{'timestamp': '2025-10-08T04:30:34.964157Z', 'metadata': {'rating': 4}, 'type': 'rating', 'recipe_id': 'dal-tadka-3ff42f', 'id': 'int-45c78c5751', 'user_id': 'noodleninja', 'description': 'noodleninja rated Dal Tadka (Yellow Lentils with Tadka) 4 stars'}",['duplicate_id']
"{'timestamp': '2025-11-12T04:30:24.477748Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-45c874b379', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Chicken Biryani (Dum Style)'}",['duplicate_id']
"{'timestamp': '2025-10-27T04:30:45.019510Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'kheer-76032e', 'id': 'int-45f30d13f2', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Kheer (Rice Pudding)'}",['duplicate_id']
"{'description': 'Egg Fried Rice viewed by rohan_kulkarni on android', 'type': 'view', 'timestamp': '2025-03-30T03:00:34.126374Z', 'id': 'int-4601c48b87', 'recipe_id': 'egg-fried-rice-8c141f', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'homepage', 'duration_seconds': 37, 'scroll_depth': 0.96}, 'session_id': 'sess-bf4ba1e1d4', 'user_id': 'rohan_kulkarni'}",['duplicate_id']
"{'timestamp': '2025-09-12T04:30:39.664693Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-464d45ee80', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 liked Pasta Alfredo'}",['duplicate_id']
"{'timestamp': '2025-10-16T04:30:42.471377Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chocolate-cake-4502d7', 'id': 'int-465910d006', 'user_id': 'tandooritiger', 'description': 'tandooritiger liked Chocolate Cake (One Bowl)'}",['duplicate_id']
"{'timestamp': '2025-09-25T04:30:25.881505Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'veg-hakka-noodles-8d614e', 'id': 'int-467bb6a354', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Veg Hakka Noodles'}",['duplicate_id']
"{'timestamp': '2025-07-28T04:30:27.862896Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'veg-manchurian-gravy-dd9ca6', 'id': 'int-4715a684ab', 'user_id': 'meera_nair', 'description': 'meera_nair liked Veg Manchurian (Gravy)'}",['duplicate_id']
"{'description': 'Chicken Biryani (Dum Style) viewed by noodleninja_8a8a on android', 'type': 'view', 'timestamp': '2025-04-18T06:44:17.765033Z', 'id': 'int-4724699081', 'recipe_id': 'chicken-biryani-949171', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'search', 'duration_seconds': 63, 'scroll_depth': 0.33}, 'session_id': 'sess-cd667f7313', 'user_id': 'noodleninja_8a8a'}",['duplicate_id']
"{'description': 'tandooritiger rated Tomato Basil Soup 5 stars', 'type': 'rating', 'timestamp': '2025-07-24T09:36:51.004880Z', 'id': 'int-47660feb10', 'recipe_id': 'tomato-soup-65137c', 'metadata': {'platform': 'web', 'device': 'desktop', 'rating': 5, 'referrer': 'suggested', 'sentiment': 'positive'}, 'session_id': 'sess-64fe0d8a87', 'user_id': 'tandooritiger'}",['duplicate_id']
"{'description': 'noodleninja_15f1 rated Sweet Corn Soup 3 stars', 'type': 'rating', 'timestamp': '2025-05-13T02:00:06.544459Z', 'id': 'int-477b86cdc8', 'recipe_id': 'sweet-corn-soup-a48a81', 'metadata': {'platform': 'ios', 'device': 'mobile', 'rating': 3, 'referrer': 'homepage', 'sentiment': 'neutral'}, 'session_id': 'sess-01f0798998', 'user_id': 'noodleninja_15f1'}",['duplicate_id']
"{'timestamp': '2025-10-05T04:30:29.089937Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'sweet-corn-soup-a48a81', 'id': 'int-47cccda33a', 'user_id': 'meera_nair', 'description': 'meera_nair liked Sweet Corn Soup'}",['duplicate_id']
"{'timestamp': '2025-11-21T04:30:22.695786Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-4844436a1d', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Khichdi'}",['duplicate_id']
"{'timestamp': '2025-08-29T04:30:35.812697Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-489a53f56f', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Chole Masala'}",['duplicate_id']
"{'timestamp': '2025-08-26T04:30:28.744537Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'sweet-corn-soup-a48a81', 'id': 'int-48cda0f52c', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Sweet Corn Soup'}",['duplicate_id']
"{'timestamp': '2025-08-02T04:30:28.053356Z', 'metadata': {'rating': 3}, 'type': 'rating', 'recipe_id': 'veg-manchurian-gravy-dd9ca6', 'id': 'int-494d7ad4dd', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma rated Veg Manchurian (Gravy) 3 stars'}",['duplicate_id']
"{'timestamp': '2025-11-10T04:30:30.748744Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'masala-dosa-87c68c', 'id': 'int-499db7b5f4', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Masala Dosa with Potato Masala'}",['duplicate_id']
"{'description': 'tandooritiger rated Pasta Alfredo 3 stars', 'type': 'rating', 'timestamp': '2025-07-24T10:11:52.004880Z', 'id': 'int-49d1ede9e1', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'ios', 'device': 'mobile', 'rating': 3, 'referrer': 'homepage', 'sentiment': 'neutral'}, 'session_id': 'sess-a5cacd0a2e', 'user_id': 'tandooritiger'}",['duplicate_id']
"{'timestamp': '2025-08-10T04:30:25.173112Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-4a6023750c', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a liked Chicken Biryani (Dum Style)'}",['duplicate_id']
"{'timestamp': '2025-09-27T04:30:26.032680Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'veg-hakka-noodles-8d614e', 'id': 'int-4b9bfc7214', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Veg Hakka Noodles'}",['duplicate_id']
"{'description': 'meera_nair rated Chocolate Cake (One Bowl) 1 stars', 'type': 'rating', 'timestamp': '2025-11-09T01:06:26.655356Z', 'id': 'int-4bafcfadb8', 'recipe_id': 'chocolate-cake-4502d7', 'metadata': {'platform': 'web', 'device': 'desktop', 'rating': 1, 'referrer': 'internal', 'sentiment': 'negative'}, 'session_id': 'sess-92b0dbf99c', 'user_id': 'meera_nair'}",['duplicate_id']
"{'timestamp': '2025-10-28T04:30:34.459404Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'dal-tadka-3ff42f', 'id': 'int-4bc6de5bef', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Dal Tadka (Yellow Lentils with Tadka)'}",['duplicate_id']
"{'timestamp': '2025-10-27T04:30:41.374900Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'chicken-tacos-b53897', 'id': 'int-4c49daf575', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Chicken Tacos'}",['duplicate_id']
"{'timestamp': '2025-10-22T04:30:25.494569Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'veg-hakka-noodles-8d614e', 'id': 'int-4d0b8d8176', 'user_id': 'currymaster', 'description': 'currymaster viewed Veg Hakka Noodles'}",['duplicate_id']
"{'timestamp': '2025-07-29T04:30:28.206544Z', 'metadata': {'success': True, 'time_taken_minutes': 102}, 'type': 'attempt', 'recipe_id': 'veg-manchurian-gravy-dd9ca6', 'id': 'int-4d9b966d52', 'user_id': 'currymaster', 'description': 'currymaster attempted Veg Manchurian (Gravy) (success)'}",['duplicate_id']
"{'timestamp': '2025-10-20T04:30:43.836603Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'gulab-jamun-5bb2c2', 'id': 'int-4df89b42bd', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Gulab Jamun'}",['duplicate_id']
"{'description': 'currymaster attempted Gulab Jamun (success)', 'type': 'attempt', 'timestamp': '2025-04-02T11:48:57.606006Z', 'id': 'int-4e42e88e5d', 'recipe_id': 'gulab-jamun-5bb2c2', 'metadata': {'success': True, 'notes': 'Added extra spices', 'device': 'mobile', 'platform': 'ios', 'referrer': 'search', 'time_taken_minutes': 81}, 'session_id': 'sess-9d1794c683', 'user_id': 'currymaster'}",['duplicate_id']
"{'timestamp': '2025-10-16T04:30:31.952046Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'idli-sambar-95c3a4', 'id': 'int-4eab629de8', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Idli with Sambar'}",['duplicate_id']
"{'timestamp': '2025-08-12T04:30:24.675085Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-4eb0cfdad0', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Chicken Biryani (Dum Style)'}",['duplicate_id']
"{'timestamp': '2025-08-16T04:30:30.870328Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'masala-dosa-87c68c', 'id': 'int-4f1173a451', 'user_id': 'currymaster', 'description': 'currymaster viewed Masala Dosa with Potato Masala'}",['duplicate_id']
"{'description': 'priya_deshmukh liked Home-style Chicken Curry', 'type': 'like', 'timestamp': '2025-04-26T09:22:15.037727Z', 'id': 'int-4f2c6d7b4a', 'recipe_id': 'chicken-curry-9bf96a', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'homepage'}, 'session_id': 'sess-57a15620fe', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'timestamp': '2025-10-25T04:30:44.512146Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'kheer-76032e', 'id': 'int-4f86bed105', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Kheer (Rice Pudding)'}",['duplicate_id']
"{'timestamp': '2025-10-25T04:30:42.370299Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chocolate-cake-4502d7', 'id': 'int-509ec09e18', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 liked Chocolate Cake (One Bowl)'}",['duplicate_id']
"{'timestamp': '2025-11-07T04:30:40.306560Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'veg-burrito-d6c1f6', 'id': 'int-5149ddc0c7', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Veg Burrito'}",['duplicate_id']
"{'description': 'Kheer (Rice Pudding) viewed by omar_hassan on web', 'type': 'view', 'timestamp': '2024-11-19T10:15:16.480752Z', 'id': 'int-5158718b39', 'recipe_id': 'kheer-76032e', 'metadata': {'platform': 'web', 'device': 'tablet', 'referrer': 'search', 'duration_seconds': 40, 'scroll_depth': 0.23}, 'session_id': 'sess-3176f5305c', 'user_id': 'omar_hassan'}",['duplicate_id']
"{'timestamp': '2025-07-28T04:30:36.089150Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-51aaf074e0', 'user_id': 'tandooritiger', 'description': 'tandooritiger liked Chole Masala'}",['duplicate_id']
"{'timestamp': '2025-11-23T04:30:24.764783Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-51d40f3dbb', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Chicken Biryani (Dum Style)'}",['duplicate_id']
"{'description': 'meera_nair rated Egg Fried Rice 1 stars', 'type': 'rating', 'timestamp': '2025-11-09T02:51:25.655356Z', 'id': 'int-51d478a828', 'recipe_id': 'egg-fried-rice-8c141f', 'metadata': {'platform': 'android', 'device': 'mobile', 'rating': 1, 'referrer': 'homepage', 'sentiment': 'negative'}, 'session_id': 'sess-0f122bb5fc', 'user_id': 'meera_nair'}",['duplicate_id']
"{'description': 'Pasta Alfredo viewed by rohan_kulkarni on web', 'type': 'view', 'timestamp': '2025-03-30T02:28:40.126374Z', 'id': 'int-5342f1e1bd', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'social', 'duration_seconds': 53, 'scroll_depth': 0.77}, 'session_id': 'sess-bf4ba1e1d4', 'user_id': 'rohan_kulkarni'}",['duplicate_id']
"{'description': 'noodleninja_15f1 liked Gulab Jamun', 'type': 'like', 'timestamp': '2025-05-12T23:03:00.544459Z', 'id': 'int-5349ba6270', 'recipe_id': 'gulab-jamun-5bb2c2', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'search'}, 'session_id': 'sess-ab6e4f5d9d', 'user_id': 'noodleninja_15f1'}",['duplicate_id']
"{'description': 'Pasta Alfredo viewed by noodleninja on android', 'type': 'view', 'timestamp': '2025-08-13T11:43:52.716277Z', 'id': 'int-535dce6cff', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'search', 'duration_seconds': 79, 'scroll_depth': 0.28}, 'session_id': 'sess-033cf8cd56', 'user_id': 'noodleninja'}",['duplicate_id']
"{'timestamp': '2025-10-07T04:30:39.752642Z', 'metadata': {'rating': 3}, 'type': 'rating', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-53e941ffee', 'user_id': 'noodleninja', 'description': 'noodleninja rated Pasta Alfredo 3 stars'}",['duplicate_id']
"{'timestamp': '2025-08-16T04:30:34.872878Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'dal-tadka-3ff42f', 'id': 'int-5401683a56', 'user_id': 'noodleninja', 'description': 'noodleninja liked Dal Tadka (Yellow Lentils with Tadka)'}",['duplicate_id']
"{'timestamp': '2025-08-02T04:30:41.684081Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chicken-tacos-b53897', 'id': 'int-54255d8507', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni liked Chicken Tacos'}",['duplicate_id']
"{'timestamp': '2025-08-31T04:30:36.302814Z', 'metadata': {'success': True, 'time_taken_minutes': 26}, 'type': 'attempt', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-54908b9307', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma attempted Chole Masala (success)'}",['duplicate_id']
"{'timestamp': '2025-11-04T04:30:32.199955Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'idli-sambar-95c3a4', 'id': 'int-557b36a103', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma liked Idli with Sambar'}",['duplicate_id']
"{'description': 'priya_deshmukh rated Pasta Alfredo 1 stars', 'type': 'rating', 'timestamp': '2025-04-26T08:49:09.037727Z', 'id': 'int-55e3cbe43d', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'ios', 'device': 'mobile', 'rating': 1, 'referrer': 'search', 'sentiment': 'negative'}, 'session_id': 'sess-576bebd27d', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'description': 'noodleninja attempted Kheer (Rice Pudding) (success)', 'type': 'attempt', 'timestamp': '2025-08-13T14:37:19.716277Z', 'id': 'int-55f8a2b491', 'recipe_id': 'kheer-76032e', 'metadata': {'success': True, 'notes': '', 'device': 'tablet', 'platform': 'web', 'referrer': 'search', 'time_taken_minutes': 38}, 'session_id': 'sess-262453ee30', 'user_id': 'noodleninja'}",['duplicate_id']
"{'description': 'Gulab Jamun viewed by omar_hassan on web', 'type': 'view', 'timestamp': '2024-11-19T11:16:28.480752Z', 'id': 'int-5600e3ecd2', 'recipe_id': 'gulab-jamun-5bb2c2', 'metadata': {'platform': 'web', 'device': 'tablet', 'referrer': 'social', 'duration_seconds': 45, 'scroll_depth': 0.9}, 'session_id': 'sess-3176f5305c', 'user_id': 'omar_hassan'}",['duplicate_id']
"{'timestamp': '2025-08-17T04:30:30.535179Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'tomato-soup-65137c', 'id': 'int-5625793a23', 'user_id': 'tandooritiger', 'description': 'tandooritiger liked Tomato Basil Soup'}",['duplicate_id']
"{'description': 'Pasta Alfredo viewed by tandooritiger on web', 'type': 'view', 'timestamp': '2025-07-24T10:26:54.004880Z', 'id': 'int-564821c263', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'web', 'device': 'tablet', 'referrer': 'homepage', 'duration_seconds': 86, 'scroll_depth': 0.37}, 'session_id': 'sess-a7e9d44258', 'user_id': 'tandooritiger'}",['duplicate_id']
"{'timestamp': '2025-09-25T04:30:33.491579Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'pav-bhaji-86fc2e', 'id': 'int-568bf1b310', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Pav Bhaji'}",['duplicate_id']
"{'timestamp': '2025-09-15T04:30:36.117368Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-569328528b', 'user_id': 'omar_hassan', 'description': 'omar_hassan liked Chole Masala'}",['duplicate_id']
"{'timestamp': '2025-11-22T04:30:30.395370Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'tomato-soup-65137c', 'id': 'int-56993da692', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh liked Tomato Basil Soup'}",['duplicate_id']
"{'description': 'Tomato Basil Soup viewed by omar_hassan on ios', 'type': 'view', 'timestamp': '2024-11-19T09:34:43.480752Z', 'id': 'int-56b0f254dc', 'recipe_id': 'tomato-soup-65137c', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'homepage', 'duration_seconds': 40, 'scroll_depth': 0.2}, 'session_id': 'sess-3176f5305c', 'user_id': 'omar_hassan'}",['duplicate_id']
"{'timestamp': '2025-11-07T04:30:25.410474Z', 'metadata': {'success': False, 'time_taken_minutes': 92}, 'type': 'attempt', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-56c4848753', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni attempted Chicken Biryani (Dum Style) (failed)'}",['duplicate_id']
"{'timestamp': '2025-08-20T04:30:26.005333Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'veg-hakka-noodles-8d614e', 'id': 'int-57004edd34', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Veg Hakka Noodles'}",['duplicate_id']
"{'timestamp': '2025-10-03T04:30:35.613223Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-5701ec5332', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Chole Masala'}",['duplicate_id']
"{'timestamp': '2025-11-21T04:30:35.756537Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-578dd1daca', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a viewed Chole Masala'}",['duplicate_id']
"{'description': 'Idli with Sambar viewed by currymaster on ios', 'type': 'view', 'timestamp': '2025-04-02T12:23:12.606006Z', 'id': 'int-57d1b7bd36', 'recipe_id': 'idli-sambar-95c3a4', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'search', 'duration_seconds': 86, 'scroll_depth': 0.28}, 'session_id': 'sess-be1ff2cee2', 'user_id': 'currymaster'}",['duplicate_id']
"{'description': 'Egg Fried Rice viewed by noodleninja_8a8a on android', 'type': 'view', 'timestamp': '2025-04-18T08:23:07.765033Z', 'id': 'int-57f5c867f5', 'recipe_id': 'egg-fried-rice-8c141f', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'search', 'duration_seconds': 26, 'scroll_depth': 0.2}, 'session_id': 'sess-cd667f7313', 'user_id': 'noodleninja_8a8a'}",['duplicate_id']
"{'timestamp': '2025-10-30T04:30:45.135945Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'kheer-76032e', 'id': 'int-584b6ee39e', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a viewed Kheer (Rice Pudding)'}",['duplicate_id']
"{'timestamp': '2025-10-09T04:30:31.255281Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'masala-dosa-87c68c', 'id': 'int-5898937dc8', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a liked Masala Dosa with Potato Masala'}",['duplicate_id']
"{'description': 'priya_deshmukh rated Pasta Alfredo 2 stars', 'type': 'rating', 'timestamp': '2025-04-26T07:04:36.037727Z', 'id': 'int-59675638ca', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'android', 'device': 'mobile', 'rating': 2, 'referrer': 'homepage', 'sentiment': 'negative'}, 'session_id': 'sess-90f64dd628', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'description': 'priya_deshmukh attempted Sweet Corn Soup (success)', 'type': 'attempt', 'timestamp': '2025-04-26T09:01:01.037727Z', 'id': 'int-596faeeb20', 'recipe_id': 'sweet-corn-soup-a48a81', 'metadata': {'success': True, 'notes': '', 'device': 'tablet', 'platform': 'web', 'referrer': 'internal', 'time_taken_minutes': 62}, 'session_id': 'sess-57a15620fe', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'description': 'Pav Bhaji viewed by aarav_sharma on android', 'type': 'view', 'timestamp': '2024-11-15T05:19:12.195091Z', 'id': 'int-59d8ab9339', 'recipe_id': 'pav-bhaji-86fc2e', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'internal', 'duration_seconds': 72, 'scroll_depth': 0.22}, 'session_id': 'sess-3edc1ef2b6', 'user_id': 'aarav_sharma'}",['duplicate_id']
"{'timestamp': '2025-09-23T04:30:42.025990Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'chocolate-cake-4502d7', 'id': 'int-5a26f7e2cd', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Chocolate Cake (One Bowl)'}",['duplicate_id']
"{'description': 'Tomato Basil Soup viewed by noodleninja_8a8a on ios', 'type': 'view', 'timestamp': '2025-04-18T09:18:40.765033Z', 'id': 'int-5a2eb26e3a', 'recipe_id': 'tomato-soup-65137c', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'social', 'duration_seconds': 71, 'scroll_depth': 0.79}, 'session_id': 'sess-cd667f7313', 'user_id': 'noodleninja_8a8a'}",['duplicate_id']
"{'description': 'Khichdi viewed by priya_deshmukh on ios', 'type': 'view', 'timestamp': '2025-04-26T07:13:31.037727Z', 'id': 'int-5a519bcd27', 'recipe_id': 'khichdi-4a02f193', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'internal', 'duration_seconds': 77, 'scroll_depth': 0.21}, 'session_id': 'sess-90f64dd628', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'timestamp': '2025-08-23T04:30:33.375042Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'pav-bhaji-86fc2e', 'id': 'int-5a9cb55873', 'user_id': 'meera_nair', 'description': 'meera_nair viewed Pav Bhaji'}",['duplicate_id']
"{'description': 'noodleninja_15f1 liked Chicken Biryani (Dum Style)', 'type': 'like', 'timestamp': '2025-05-13T02:25:37.544459Z', 'id': 'int-5ab5c0815e', 'recipe_id': 'chicken-biryani-949171', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'homepage'}, 'session_id': 'sess-01f0798998', 'user_id': 'noodleninja_15f1'}",['duplicate_id']
"{'description': 'currymaster rated Chicken Tacos 1 stars', 'type': 'rating', 'timestamp': '2025-04-02T11:25:07.606006Z', 'id': 'int-5acbcee5ee', 'recipe_id': 'chicken-tacos-b53897', 'metadata': {'platform': 'ios', 'device': 'mobile', 'rating': 1, 'referrer': 'search', 'sentiment': 'negative'}, 'session_id': 'sess-a2f671ff8f', 'user_id': 'currymaster'}",['duplicate_id']
"{'description': 'priya_deshmukh rated Home-style Chicken Curry 5 stars', 'type': 'rating', 'timestamp': '2025-04-26T08:08:47.037727Z', 'id': 'int-5ae99d94f3', 'recipe_id': 'chicken-curry-9bf96a', 'metadata': {'platform': 'ios', 'device': 'mobile', 'rating': 5, 'referrer': 'search', 'sentiment': 'positive'}, 'session_id': 'sess-0544e75be2', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'timestamp': '2025-09-03T04:30:38.862191Z', 'metadata': {'rating': 5}, 'type': 'rating', 'recipe_id': 'chicken-curry-9bf96a', 'id': 'int-5b29fbc955', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni rated Home-style Chicken Curry 5 stars'}",['duplicate_id']
"{'description': 'Pasta Alfredo viewed by rohan_kulkarni on android', 'type': 'view', 'timestamp': '2025-03-30T02:40:32.126374Z', 'id': 'int-5b3901cce3', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'homepage', 'duration_seconds': 83, 'scroll_depth': 0.97}, 'session_id': 'sess-bf4ba1e1d4', 'user_id': 'rohan_kulkarni'}",['duplicate_id']
